StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q25,Q28,Q31,Q34,Q5,Q7,Q8,Q8_4_TEXT,Q35,Q35_7_TEXT,Q9,Q11,Q12,Q10,Q1,Condition,Q35_7_TEXT - Topics
2018-10-24 17:18:10,2018-10-24 17:19:20,IP Address,65.79.229.100,100,69,True,2018-10-24 17:19:20,R_2e2Wodi7RKr888m,,,,,38.9806976318359375,-77.10030364990234375,anonymous,EN,Yes- I consent,,,,A man and a woman,77054,33,Female,,Caucasian,,Hoppy microbrew,No,No,Lean Democrat,No,4,
2018-10-24 17:18:18,2018-10-24 17:19:24,IP Address,108.238.168.46,100,65,True,2018-10-24 17:19:24,R_xDFlqeEBJPhGPyV,,,,,33.924102783203125,-118.20130157470703125,anonymous,EN,Yes- I consent,,,,,90262,38,Male,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,5,
2018-10-24 17:17:51,2018-10-24 17:19:30,IP Address,162.245.50.61,100,98,True,2018-10-24 17:19:30,R_31gSM3p3toyjdwV,,,,,36.6295928955078125,-94.94319915771484375,anonymous,EN,Yes- I consent,,,A Man,,74345,65,Female,,Native American,,Water,Yes,Yes,Lean Republican,Yes,3,
2018-10-24 17:18:34,2018-10-24 17:19:36,IP Address,70.106.179.43,100,61,True,2018-10-24 17:19:36,R_3oGcZ3omhuvGROq,,,,,38.32049560546875,-77.4113006591796875,anonymous,EN,Yes- I consent,A Woman,,,,22408,37,Male,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,1,
2018-10-24 17:17:28,2018-10-24 17:19:40,IP Address,68.6.161.91,100,131,True,2018-10-24 17:19:40,R_6XxsZmFv8yDLyHT,,,,,32.5753021240234375,-117.07070159912109375,anonymous,EN,Yes- I consent,,A Woman,,,91932,49,Female,,Caucasian,,Iced Tea,No,Yes,Lean Democrat,Yes,2,
2018-10-24 17:19:12,2018-10-24 17:20:06,IP Address,76.23.204.40,100,54,True,2018-10-24 17:20:06,R_265sU6Ir95JCa4h,,,,,41.3426971435546875,-73.0742034912109375,anonymous,EN,Yes- I consent,,,A Man,,06483,32,Male,,Caucasian,,Water,Yes,No,Lean Democrat,Yes,3,
2018-10-24 17:19:28,2018-10-24 17:20:14,IP Address,107.138.133.97,100,46,True,2018-10-24 17:20:15,R_1jJq35jQB2e90qB,,,,,32.7671966552734375,-96.68360137939453125,anonymous,EN,Yes- I consent,,,,,75227,40,Female,,Caucasian,,Coors Light,Yes,Yes,Lean Democrat,Yes,5,
2018-10-24 17:18:50,2018-10-24 17:20:38,IP Address,184.89.83.140,100,108,True,2018-10-24 17:20:39,R_2aRKJEifTaCdovv,,,,,28.0167999267578125,-80.67389678955078125,anonymous,EN,Yes- I consent,,A Woman,,,32908,45,Female,,Asian,,Water,Yes,Yes,Somewhere in-between,Yes,2,
2018-10-24 17:19:15,2018-10-24 17:20:39,IP Address,24.184.211.149,100,83,True,2018-10-24 17:20:40,R_5nK2EQ2STrws0N3,,,,,41.21600341796875,-73.130401611328125,anonymous,EN,Yes- I consent,,A Woman,,,06615,35,Female,,Caucasian,,Water,Maybe,Yes,Somewhere in-between,Yes,2,
2018-10-24 17:20:22,2018-10-24 17:21:21,IP Address,72.219.220.57,100,58,True,2018-10-24 17:21:21,R_114jNd7rp2xbwAl,,,,,38.877593994140625,-77.38849639892578125,anonymous,EN,Yes- I consent,A Woman,,,,20120,35,Male,,Caucasian,,Coors Light,Yes,Yes,Lean Republican,Yes,1,
2018-10-24 17:11:47,2018-10-24 17:21:49,IP Address,173.2.40.147,100,602,True,2018-10-24 17:21:49,R_2zvurhQWdhVEjw9,,,,,40.7010040283203125,-73.6757965087890625,anonymous,EN,Yes- I consent,,A Woman,,,11563,27,Male,,Caucasian,,Water,No,No,Somewhere in-between,No,2,
2018-10-24 17:20:48,2018-10-24 17:21:51,IP Address,66.177.115.164,100,63,True,2018-10-24 17:21:52,R_1GKzRPj9S9ZC3Ag,,,,,31.314697265625,-81.5222015380859375,anonymous,EN,Yes- I consent,,,,A man and a woman,31525,41,Male,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,4,
2018-10-24 17:20:12,2018-10-24 17:21:55,IP Address,208.123.137.4,100,103,True,2018-10-24 17:21:56,R_2CH4DyE5w8N7Jil,,,,,37.8462982177734375,-103.5836029052734375,anonymous,EN,Yes- I consent,,,A Man,,80222,65,Male,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,3,
2018-10-24 17:21:19,2018-10-24 17:22:06,IP Address,24.106.33.146,100,46,True,2018-10-24 17:22:06,R_2EyqTcAap8pRKHP,,,,,44.2772979736328125,-88.3975982666015625,anonymous,EN,Yes- I consent,,,A Man,,54911,25,Male,,Caucasian,,Coors Light,Yes,Yes,Lean Republican,No,3,
2018-10-24 17:20:56,2018-10-24 17:22:07,IP Address,172.56.15.122,100,71,True,2018-10-24 17:22:08,R_2D78LBdvYN2fOf3,,,,,29.6876068115234375,-95.3011016845703125,anonymous,EN,Yes- I consent,,,,,77373,48,Female,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,5,
2018-10-24 17:21:14,2018-10-24 17:22:19,IP Address,24.20.114.74,100,64,True,2018-10-24 17:22:19,R_3HivEZDVyLVrofU,,,,,44.068206787109375,-123.08190155029296875,anonymous,EN,Yes- I consent,A Woman,,,,97408,42,Male,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,1,
2018-10-24 17:21:39,2018-10-24 17:22:30,IP Address,75.66.166.143,100,51,True,2018-10-24 17:22:30,R_1pKjoH24yOvCFC0,,,,,35.0550994873046875,-89.67669677734375,anonymous,EN,Yes- I consent,,A Woman,,,38017,25,Female,,Asian,,Coors Light,Maybe,Yes,Lean Republican,Yes,2,
2018-10-24 17:20:55,2018-10-24 17:23:09,IP Address,75.131.205.34,100,134,True,2018-10-24 17:23:10,R_22CSKj7cRzBOwsx,,,,,33.8795928955078125,-84.50229644775390625,anonymous,EN,Yes- I consent,,,,A man and a woman,33936,35,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 17:22:53,2018-10-24 17:23:40,IP Address,216.152.5.0,100,46,True,2018-10-24 17:23:40,R_12mPCi2s560NaRb,,,,,35.7714996337890625,-77.97299957275390625,anonymous,EN,Yes- I consent,,,,,27893,37,Female,,Caucasian,,Water,Maybe,Yes,Lean Republican,Yes,5,
2018-10-24 17:22:46,2018-10-24 17:24:04,IP Address,98.22.7.145,100,77,True,2018-10-24 17:24:04,R_273jgxs3Av5wNdv,,,,,41.412994384765625,-92.92299652099609375,anonymous,EN,Yes- I consent,A Woman,,,,52043,49,Male,,Caucasian,,Iced Tea,Yes,Yes,Somewhere in-between,Yes,1,
2018-10-24 17:23:46,2018-10-24 17:24:42,IP Address,68.194.43.119,100,55,True,2018-10-24 17:24:42,R_2TGccYu5Du3gmoc,,,,,40.8152008056640625,-73.362396240234375,anonymous,EN,Yes- I consent,,,,A man and a woman,11224,21,Female,,Caucasian,,Iced Tea,Yes,Yes,Somewhere in-between,Yes,4,
2018-10-24 17:24:56,2018-10-24 17:25:43,IP Address,100.16.128.60,100,47,True,2018-10-24 17:25:44,R_1CjcRcFqi0R4exz,,,,,39.37640380859375,-76.72899627685546875,anonymous,EN,Yes- I consent,,,A Man,,21208,37,Female,,Caucasian,,Water,Maybe,Yes,Lean Republican,Yes,3,
2018-10-24 17:26:20,2018-10-24 17:27:36,IP Address,131.216.48.254,100,76,True,2018-10-24 17:27:36,R_1NeLXXTgqCDQTa0,,,,,36.20440673828125,-115.223297119140625,anonymous,EN,Yes- I consent,A Woman,,,,89119,31,Male,,Other - Please specify,Mixed,Coors Light,Yes,Yes,Lean Democrat,Yes,1,Unknown
2018-10-24 17:26:34,2018-10-24 17:27:39,IP Address,173.52.59.52,100,65,True,2018-10-24 17:27:39,R_8q9MDOe6KZxB4v7,,,,,40.6233978271484375,-74.02880096435546875,anonymous,EN,Yes- I consent,,A Woman,,,11228,57,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,2,
2018-10-24 17:27:12,2018-10-24 17:27:48,IP Address,75.71.143.59,100,36,True,2018-10-24 17:27:48,R_2s0gBCWz7JFZN6C,,,,,39.731292724609375,-104.98110198974609375,anonymous,EN,Yes- I consent,,,A Man,,80206,32,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 17:25:53,2018-10-24 17:27:56,IP Address,67.143.128.177,100,122,True,2018-10-24 17:27:57,R_1dmdQQk67iz5skx,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes- I consent,,,,,78162,37,Male,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,5,
2018-10-24 17:27:09,2018-10-24 17:28:06,IP Address,24.115.164.65,100,56,True,2018-10-24 17:28:06,R_28S5xYoYdT75QcB,,,,,41.2808074951171875,-75.89620208740234375,anonymous,EN,Yes- I consent,,,,A man and a woman,18702,52,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 17:28:37,2018-10-24 17:29:08,IP Address,68.60.94.2,100,30,True,2018-10-24 17:29:08,R_3RxTzt3wqImdMNo,,,,,42.9958038330078125,-82.45989990234375,anonymous,EN,Yes- I consent,,A Woman,,,48049,32,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,2,
2018-10-24 17:27:42,2018-10-24 17:29:39,IP Address,99.166.165.214,100,116,True,2018-10-24 17:29:39,R_3hfMdDnfZtrBDGK,,,,,30.1548004150390625,-81.62999725341796875,anonymous,EN,Yes- I consent,,,A Man,,32223,56,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 17:28:57,2018-10-24 17:29:43,IP Address,69.136.195.231,100,46,True,2018-10-24 17:29:43,R_1GxGiOOL3WuC3iz,,,,,31.8513031005859375,-81.60720062255859375,anonymous,EN,Yes- I consent,,,,,31313,28,Male,,Caucasian,,Hoppy microbrew,Maybe,Yes,Somewhere in-between,Yes,5,
2018-10-24 17:28:58,2018-10-24 17:29:53,IP Address,73.177.202.122,100,54,True,2018-10-24 17:29:53,R_1ClGlEX7phdjB2W,,,,,39.1678924560546875,-78.16719818115234375,anonymous,EN,Yes- I consent,,,,A man and a woman,22630,26,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 17:29:05,2018-10-24 17:30:16,IP Address,70.167.60.132,100,70,True,2018-10-24 17:30:16,R_1oFOJ8gWlQwJRHx,,,,,37.072998046875,-95.61840057373046875,anonymous,EN,Yes- I consent,A Woman,,,,67337,25,Female,,Asian,,Water,Maybe,Yes,Lean Democrat,Yes,1,
2018-10-24 17:29:00,2018-10-24 17:30:34,IP Address,47.32.77.96,100,94,True,2018-10-24 17:30:34,R_2RWihiuAiufaafp,,,,,33.9409942626953125,-83.4340972900390625,anonymous,EN,Yes- I consent,,,,,30630,68,Male,,Caucasian,,Hoppy microbrew,Yes,Yes,Lean Republican,Yes,5,
2018-10-24 17:29:36,2018-10-24 17:31:00,IP Address,73.39.50.14,100,83,True,2018-10-24 17:31:00,R_3s5sEo08oiVElSS,,,,,38.90240478515625,-76.9900970458984375,anonymous,EN,Yes- I consent,,A Woman,,,20024,30,Male,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,2,
2018-10-24 17:30:04,2018-10-24 17:31:13,IP Address,108.207.17.124,100,68,True,2018-10-24 17:31:13,R_2ci609F0OQy7bFN,,,,,38.73779296875,-90.6233978271484375,anonymous,EN,Yes- I consent,,,A Man,,63376,33,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 17:30:20,2018-10-24 17:31:20,IP Address,77.111.246.45,100,59,True,2018-10-24 17:31:20,R_3dNfkmOSYqKN4bm,,,,,47,8,anonymous,EN,Yes- I consent,A Woman,,,,78703,36,Male,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,1,
2018-10-24 17:30:50,2018-10-24 17:31:44,IP Address,65.35.252.160,100,54,True,2018-10-24 17:31:45,R_1FyUz9mLJcOPBVx,,,,,28.114501953125,-81.6201019287109375,anonymous,EN,Yes- I consent,,,,A man and a woman,33844,25,Male,,Caucasian,,Iced Tea,Yes,Yes,Lean Republican,Yes,4,
2018-10-24 17:30:53,2018-10-24 17:31:54,IP Address,76.24.109.168,100,60,True,2018-10-24 17:31:54,R_yTGdevbGlvPysPn,,,,,41.6562042236328125,-70.34929656982421875,anonymous,EN,Yes- I consent,,,,A man and a woman,02601,56,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 17:31:05,2018-10-24 17:31:59,IP Address,209.6.92.132,100,54,True,2018-10-24 17:32:00,R_1r8HpdozXBhTff2,,,,,42.382904052734375,-71.1027984619140625,anonymous,EN,Yes- I consent,,,A Man,,02143,27,Male,,Caucasian,,Hoppy microbrew,No,No,Lean Democrat,No,3,
2018-10-24 17:31:32,2018-10-24 17:32:54,IP Address,47.205.127.53,100,82,True,2018-10-24 17:32:55,R_1NEu9cFWHUs1UnE,,,,,28.2444000244140625,-82.69860076904296875,anonymous,EN,Yes- I consent,A Woman,,,,34691,29,Female,,Black/African,,Water,Yes,Yes,Lean Democrat,Yes,1,
2018-10-24 17:32:13,2018-10-24 17:33:03,IP Address,71.173.4.138,100,50,True,2018-10-24 17:33:04,R_Rxgv5H7DADEkBdD,,,,,41.3914031982421875,-75.66570281982421875,anonymous,EN,Yes- I consent,,,,,17931,25,Male,,Caucasian,,Iced Tea,Maybe,Yes,Lean Democrat,Yes,5,
2018-10-24 17:32:47,2018-10-24 17:33:33,IP Address,67.161.81.229,100,45,True,2018-10-24 17:33:33,R_3suns28QnxuIJbM,,,,,48.748992919921875,-122.48870086669921875,anonymous,EN,Yes- I consent,,,,A man and a woman,98225,22,Female,,Asian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 17:33:08,2018-10-24 17:34:03,IP Address,174.235.137.36,100,55,True,2018-10-24 17:34:04,R_2D0mpA4kUaN3Yd2,,,,,29.9546966552734375,-90.075103759765625,anonymous,EN,Yes- I consent,,,A Man,,77585,56,Female,,Caucasian,,Iced Tea,Maybe,No,Lean Republican,Yes,3,
2018-10-24 17:32:44,2018-10-24 17:34:07,IP Address,68.200.7.168,100,83,True,2018-10-24 17:34:07,R_21vMFSthkX6byb2,,,,,28.8358001708984375,-82.3303985595703125,anonymous,EN,Yes- I consent,,A Woman,,,34452,64,Female,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,2,
2018-10-24 17:32:55,2018-10-24 17:34:23,IP Address,32.210.205.71,100,88,True,2018-10-24 17:34:23,R_1H5AWKEfaYfkxF1,,,,,41.217498779296875,-73.054901123046875,anonymous,EN,Yes- I consent,,,A Man,,06460,58,Female,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,3,
2018-10-24 17:32:22,2018-10-24 17:34:26,IP Address,47.223.80.66,100,124,True,2018-10-24 17:34:26,R_3ewMFYQ2xMmSqnE,,,,,33.64739990234375,-95.465301513671875,anonymous,EN,Yes- I consent,,A Woman,,,75460,38,Male,,Caucasian,,Hoppy microbrew,No,No,Lean Democrat,Yes,2,
2018-10-24 17:33:47,2018-10-24 17:34:30,IP Address,68.52.56.99,100,43,True,2018-10-24 17:34:30,R_24CdHOppXDIhv7H,,,,,36.2082061767578125,-86.878997802734375,anonymous,EN,Yes- I consent,,,,,40162,26,Male,,Black/African,,Iced Tea,Yes,Yes,Lean Democrat,Yes,5,
2018-10-24 17:32:37,2018-10-24 17:34:54,IP Address,75.110.228.205,100,136,True,2018-10-24 17:34:54,R_2Pilxm3dxXNrEoH,,,,,35.9864044189453125,-77.85199737548828125,anonymous,EN,Yes- I consent,A Woman,,,,27803,60,Female,,Black/African,,Iced Tea,Yes,Yes,Lean Democrat,Yes,1,
2018-10-24 17:34:31,2018-10-24 17:35:13,IP Address,72.225.57.176,100,42,True,2018-10-24 17:35:14,R_3KpDHuGKQOsitX0,,,,,43.1858062744140625,-77.6024017333984375,anonymous,EN,Yes- I consent,,,,,14621,27,Male,,Caucasian,,Iced Tea,Maybe,Yes,Somewhere in-between,Yes,5,
2018-10-24 17:34:45,2018-10-24 17:35:32,IP Address,99.111.118.15,100,46,True,2018-10-24 17:35:32,R_11jrbWvelQM7cVo,,,,,43.1204986572265625,-89.35230255126953125,anonymous,EN,Yes- I consent,,,,A man and a woman,53704,36,Male,,Asian,,Coors Light,Maybe,No,Lean Democrat,No,4,
2018-10-24 17:34:59,2018-10-24 17:35:50,IP Address,98.148.156.60,100,50,True,2018-10-24 17:35:50,R_2S1sgbHASNxZONK,,,,,33.529998779296875,-117.1035003662109375,anonymous,EN,Yes- I consent,,A Woman,,,92591,47,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,2,
2018-10-24 17:33:21,2018-10-24 17:36:12,IP Address,172.56.29.64,100,170,True,2018-10-24 17:36:12,R_2ZVtSIUmWx1s5HJ,,,,,40.0178070068359375,-75.08950042724609375,anonymous,EN,Yes- I consent,A Woman,,,,08629,31,Male,,Caucasian,,Iced Tea,Yes,Yes,Lean Republican,Yes,1,
2018-10-24 17:35:50,2018-10-24 17:36:44,IP Address,104.53.195.124,100,54,True,2018-10-24 17:36:45,R_3h9gFBXPxHHNIqy,,,,,43.0258941650390625,-83.6053009033203125,anonymous,EN,Yes- I consent,,A Woman,,,48519,44,Male,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,2,
2018-10-24 17:36:26,2018-10-24 17:37:00,IP Address,172.56.29.64,100,34,True,2018-10-24 17:37:00,R_1ClU5IdadPhKEYv,,,,,39.9597015380859375,-75.19680023193359375,anonymous,EN,Yes- I consent,,,A Man,,08629,31,Male,,Caucasian,,Coors Light,Yes,Yes,Lean Republican,Yes,3,
2018-10-24 17:37:29,2018-10-24 17:38:33,IP Address,99.194.178.88,100,64,True,2018-10-24 17:38:34,R_pRT6S6YjzjkmIWR,,,,,30.38800048828125,-87.71990203857421875,anonymous,EN,Yes- I consent,,,,,36567,58,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Republican,Yes,5,
2018-10-24 17:37:53,2018-10-24 17:39:00,IP Address,174.235.152.102,100,67,True,2018-10-24 17:39:01,R_3m8fhEofSaOdeSA,,,,,29.9546966552734375,-90.075103759765625,anonymous,EN,Yes- I consent,,,,A man and a woman,77706,22,Female,,Caucasian,,Water,Maybe,Yes,Somewhere in-between,Yes,4,
2018-10-24 17:37:49,2018-10-24 17:39:06,IP Address,72.23.15.42,100,76,True,2018-10-24 17:39:06,R_C9zDipc6iMBKmf7,,,,,41.2324981689453125,-80.23400115966796875,anonymous,EN,Yes- I consent,,,,A man and a woman,16137,34,Female,,Caucasian,,Water,Yes,Yes,Somewhere in-between,Yes,4,
2018-10-24 17:38:14,2018-10-24 17:39:10,IP Address,71.215.84.233,100,55,True,2018-10-24 17:39:10,R_ZpYNBiw5cp6gnfz,,,,,26.6217041015625,-81.84059906005859375,anonymous,EN,Yes- I consent,,A Woman,,,34119,36,Female,,Caucasian,,Water,Yes,Yes,Lean Republican,Yes,2,
2018-10-24 17:38:20,2018-10-24 17:39:16,IP Address,73.212.145.170,100,55,True,2018-10-24 17:39:16,R_9S6cnZgazoq5waZ,,,,,39.14349365234375,-77.13880157470703125,anonymous,EN,Yes- I consent,A Woman,,,,20886,28,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,1,
2018-10-24 17:38:09,2018-10-24 17:39:17,IP Address,174.80.78.84,100,67,True,2018-10-24 17:39:17,R_3rG7O3K90yYL4b1,,,,,32.9163970947265625,-85.936798095703125,anonymous,EN,Yes- I consent,A Woman,,,,36266,35,Female,,Caucasian,,Coors Light,Yes,Yes,Lean Democrat,Yes,1,
2018-10-24 17:38:10,2018-10-24 17:39:22,IP Address,75.176.30.163,100,72,True,2018-10-24 17:39:23,R_3NwDK3b40JNzCAM,,,,,35.2834014892578125,-80.87020111083984375,anonymous,EN,Yes- I consent,,,A Man,,28216,40,Female,,Caucasian,,Coors Light,Maybe,Yes,Somewhere in-between,Yes,3,
2018-10-24 17:38:41,2018-10-24 17:39:39,IP Address,72.191.176.39,100,58,True,2018-10-24 17:39:39,R_2Pjo2boatPuq661,,,,,31.7677001953125,-106.30159759521484375,anonymous,EN,Yes- I consent,,,,,79936,38,Male,,Caucasian,,Water,Yes,No,Somewhere in-between,Yes,5,
2018-10-24 17:36:20,2018-10-24 17:39:57,IP Address,128.172.35.18,100,216,True,2018-10-24 17:39:58,R_eS9sJ0pVJVUh7YB,,,,,37.553802490234375,-77.460296630859375,anonymous,EN,Yes- I consent,,,,,23832,25,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,5,
2018-10-24 17:39:20,2018-10-24 17:40:20,IP Address,108.213.77.190,100,59,True,2018-10-24 17:40:20,R_eeP20cwY5gU9DlT,,,,,38.4828948974609375,-121.639801025390625,anonymous,EN,Yes- I consent,,,,A man and a woman,95618,60,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 17:39:44,2018-10-24 17:40:21,IP Address,68.13.242.115,100,37,True,2018-10-24 17:40:21,R_ULaZs7yUPnUo5I5,,,,,36.09710693359375,-95.96269989013671875,anonymous,EN,Yes- I consent,,,A Man,,74129,26,Female,,Caucasian,,Coors Light,No,No,Lean Republican,No,3,
2018-10-24 17:37:49,2018-10-24 17:40:22,IP Address,173.127.211.136,100,152,True,2018-10-24 17:40:22,R_3lGQm8zjmINr2LF,,,,,39.07159423828125,-94.62889862060546875,anonymous,EN,Yes- I consent,A Woman,,,,73162,56,Male,,Caucasian,,Hoppy microbrew,Yes,Yes,Lean Democrat,Yes,1,
2018-10-24 17:38:48,2018-10-24 17:40:22,IP Address,68.59.65.7,100,94,True,2018-10-24 17:40:23,R_2pQvcPd6oxaJHM0,,,,,31.2617034912109375,-85.4141998291015625,anonymous,EN,Yes- I consent,,,A Man,,36301,43,Male,,Black/African,,Water,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 17:38:52,2018-10-24 17:40:29,IP Address,73.31.175.44,100,96,True,2018-10-24 17:40:29,R_2rAWmx8tilPtjDv,,,,,38.220703125,-78.05590057373046875,anonymous,EN,Yes- I consent,,A Woman,,,22960,45,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Republican,Yes,2,
2018-10-24 17:39:55,2018-10-24 17:40:32,IP Address,63.241.111.230,100,37,True,2018-10-24 17:40:33,R_3NHPTLRGgrN6HRE,,,,,41.25860595703125,-95.93779754638671875,anonymous,EN,Yes- I consent,A Woman,,,,85224,27,Male,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,1,
2018-10-24 17:39:30,2018-10-24 17:40:48,IP Address,68.0.178.91,100,77,True,2018-10-24 17:40:48,R_3HIAm560a3AMkxC,,,,,33.8155059814453125,-112.12020111083984375,anonymous,EN,Yes- I consent,,,,A man and a woman,85019,50,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 17:40:20,2018-10-24 17:40:59,IP Address,73.73.169.71,100,38,True,2018-10-24 17:40:59,R_3rSpjWSmmAM3bQY,,,,,42.3542022705078125,-88.229400634765625,anonymous,EN,Yes- I consent,,,,,60051,26,Male,,Caucasian,,Water,No,No,Somewhere in-between,No,5,
2018-10-24 17:40:26,2018-10-24 17:41:13,IP Address,66.87.135.197,100,46,True,2018-10-24 17:41:13,R_ebbBNXfGV3vDZIJ,,,,,38.5727996826171875,-121.467498779296875,anonymous,EN,Yes- I consent,,,,A man and a woman,95678,34,Male,,Caucasian,,Coors Light,No,No,Lean Republican,No,4,
2018-10-24 17:39:42,2018-10-24 17:41:55,IP Address,76.185.230.60,100,132,True,2018-10-24 17:41:55,R_XHrhcosIsFYKoV3,,,,,29.42889404296875,-98.52680206298828125,anonymous,EN,Yes- I consent,,,,,78207,29,Male,,Black/African,,Coors Light,Yes,Yes,Lean Republican,Yes,5,
2018-10-24 17:41:32,2018-10-24 17:42:23,IP Address,24.181.236.125,100,51,True,2018-10-24 17:42:23,R_A58LCtvmbT3Us6J,,,,,41.7996978759765625,-72.247802734375,anonymous,EN,Yes- I consent,A Woman,,,,06067,21,Male,,Caucasian,,Iced Tea,Yes,No,Somewhere in-between,Yes,1,
2018-10-24 17:41:36,2018-10-24 17:42:38,IP Address,24.127.87.174,100,62,True,2018-10-24 17:42:39,R_2dTnWIhZOThrBHv,,,,,42.1544952392578125,-85.82900238037109375,anonymous,EN,Yes- I consent,,A Woman,,,49009,38,Female,,Caucasian,,Iced Tea,Yes,Yes,Lean Democrat,Yes,2,
2018-10-24 17:41:33,2018-10-24 17:42:42,IP Address,97.73.244.105,100,68,True,2018-10-24 17:42:43,R_33gsbciQfBc3bCI,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,Yes- I consent,,,A Man,,92270,24,Male,,Caucasian,,Coors Light,Yes,Yes,Somewhere in-between,Yes,3,
2018-10-24 17:41:56,2018-10-24 17:43:16,IP Address,24.158.195.220,100,80,True,2018-10-24 17:43:16,R_24FM5fkguXQp8eU,,,,,36.54840087890625,-82.561798095703125,anonymous,EN,Yes- I consent,,,A Man,,37643,36,Female,,Caucasian,,Water,No,No,Lean Democrat,No,3,
2018-10-24 17:42:45,2018-10-24 17:43:29,IP Address,96.255.140.181,100,43,True,2018-10-24 17:43:29,R_WcvCC7KLIklnAdj,,,,,38.7462005615234375,-77.49030303955078125,anonymous,EN,Yes- I consent,,,,A man and a woman,20109,43,Female,,Caucasian,,Water,Yes,Yes,Lean Democrat,Yes,4,
2018-10-24 17:42:32,2018-10-24 17:43:38,IP Address,107.77.231.82,100,65,True,2018-10-24 17:43:38,R_1Ej53wqpompz4RS,,,,,33.766998291015625,-118.18920135498046875,anonymous,EN,Yes- I consent,,,,,90062,33,Male,,Other - Please specify,Hispanic,Water,Yes,Yes,Somewhere in-between,Yes,5,Unknown
2018-10-24 17:39:02,2018-10-24 17:43:43,IP Address,173.130.255.92,100,281,True,2018-10-24 17:43:43,R_1HelH0j62DgepTb,,,,,28.538299560546875,-81.37920379638671875,anonymous,EN,Yes- I consent,,A Woman,,,32137,48,Male,,Prefer not to answer,,Water,Yes,Yes,Lean Democrat,Yes,2,
2018-10-24 17:41:30,2018-10-24 17:44:00,IP Address,74.103.169.71,100,149,True,2018-10-24 17:44:00,R_xF7kPMy0rVbxIml,,,,,39.8040924072265625,-75.455902099609375,anonymous,EN,Yes- I consent,,A Woman,,,19703,59,Female,,Black/African,,Water,Yes,Yes,Lean Democrat,Yes,2,
2018-10-24 17:43:30,2018-10-24 17:44:16,IP Address,216.212.227.21,100,45,True,2018-10-24 17:44:16,R_qOP08xWdQfiO80h,,,,,30.802398681640625,-84.07039642333984375,anonymous,EN,Yes- I consent,,,,,31757,33,Female,,Caucasian,,Iced Tea,Yes,Yes,Somewhere in-between,Yes,5,
2018-10-24 17:43:15,2018-10-24 17:44:33,IP Address,157.166.167.129,100,78,True,2018-10-24 17:44:33,R_1CjqdeMzm3giLBu,,,,,33.79840087890625,-84.38829803466796875,anonymous,EN,Yes- I consent,,,A Man,,30033,55,Female,,Caucasian,,Hoppy microbrew,Yes,Yes,Lean Democrat,Yes,3,
2018-10-24 17:43:37,2018-10-24 17:44:36,IP Address,173.80.118.202,100,59,True,2018-10-24 17:44:36,R_1eWxGdflYQoJmv7,,,,,38.3175048828125,-81.52739715576171875,anonymous,EN,Yes- I consent,,,,A man and a woman,25315,37,Male,,Caucasian,,Iced Tea,Yes,Yes,Lean Republican,Yes,4,
